price,size,bed_rooms,toilets,house_type,property_legal_document,city,district,ward,street,floors
7500000000.0,112.0,5.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Đường Nguyễn Thị Huê,4.0
3280000000.0,500.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Tóc Tiên,Lê Đức Thọ,
5300000000.0,68.0,2.0,2.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Nguyễn Văn Linh,
220000000.0,185.0,,,,Đã có sổ,Đắk Lắk,Huyện Cư Kuin,Xã Dray Bhăng,Liên Xã,
1050000000.0,77.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Định Hoà,1/sẹc hẻm quốc lộ 13,
10300000000.0,43.2999,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 2,Đường Nguyễn Thị Nhỏ,
1850000000.0,134.3999,4.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,"đường bùi văn hòa, khu phố 3,",2.0
820000000.0,42.0,1.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành,Phạm Ngọc Thạch,
5500000000.0,82.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B (Quận 9 cũ),Đường Đình Phong Phú,2.0
6890000000.0,52.0,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 17,Đường Điện Biên Phủ,4.0
795000000.0,272.0,,,,Đã có sổ,Đồng Nai,Huyện Định Quán,Xã Ngọc Định,ẤP HÒA THUẬN,
2300000000.0,110.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Hòa,Hẻm 131 Đường Nguyễn Trường Tộ,1.0
2600000000.0,60.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Đường Tân Túc,
6350000000.0,84.0,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Đường Hương Lộ 2,
5500000000.0,75.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Đường Bình Trị Đông,
1500000000.0,90.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Thạnh Phú,768,
3350000000.0,75.0,3.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",
5700000000.0,86.0,1.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 7,Phạm Thế Hiển,
8500000000.0,88.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Bình (Quận 9 cũ),Đường số 2,
1750000000.0,57.0,2.0,2.0,,Sổ hồng riêng,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Phạm Hữu Lầu,
6000000000.0,60.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Định,Thành phố Qui Nhơn,Phường Đống Đa,Trần Hưng Đạo,3.0
16500000000.0,100.0,5.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Đường số 20,5.0
2000000000.0,200.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phước Khánh,Đường Phạm Thái Bường,
12800000000.0,63.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Số 4,2.0
7700000000.0,224.8,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Phước Hải,Đường Võ Thị Sáu,
3200000000.0,135.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Lộc An,Hàng Dương,
1500000000.0,864.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Kao,Đường Y Wang,
11500000000.0,100.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Đường Đặng Thùy Trâm,
3650000000.0,73.9,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Lợi,Đường Huỳnh Văn Lũy,2.0
1550000000.0,47.0,1.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,quốc lộ 13,
1600000000.0,150.0,,,,Đã có sổ,Bình Dương,Thị xã Bến Cát,Phường Thới Hòa,Thới Hòa,
28000000000.0,300.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Đường Quốc lộ 50,4.0
12500000000.0,133.0,2.0,3.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 4,Phường 1,Bến Vân Đồn,
3300000000.0,133.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường An Bình,Đường Trần Thị Hoa,
32000000000.0,805.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thị xã Tân Uyên,Phường Tân Phước Khánh,Dt746,1.0
4700000000.0,175.6999,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Phước Hải,Ven biển 42m,
4800000000.0,70.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Song Hành,
2500000000.0,82.4,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Đường Hầm chui Ngã tư Vũng Tàu,
390000000.0,206.0,,,,Đã có sổ,Bình Phước,Huyện Bù Đăng,Xã Đức Liễu,Thôn 8,
4040000000.0,100.0,,,,Giấy tờ khác,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Đường Nguyễn Văn Cừ,
130000000.0,1000.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,Dh,
4950000000.0,50.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 16,Đường Phú Định,4.0
2300000000.0,135.0,,,,Đã có sổ,Bình Dương,Thị xã Tân Uyên,Phường Khánh Bình,1/ Sẹc Khánh Bình 13 Tân Uyên,
2500000000.0,107.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thị xã Bến Cát,Phường Hòa Lợi,Khu Phố Phú Hòa Phường Hòa Lợi,2.0
13230000000.0,1100.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,Đường Nguyễn Thị Lắng,
3521745000.0,89.0,3.0,2.0,,Sổ hồng riêng,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Nguyễn Bỉnh Khiêm,
6600000000.0,170.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường Bình Thung,1.0
6700000000.0,63.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 11,Võ Thành Trang,
6500000000.0,76.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Quy,79,1.0
1400000000.0,38.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lập,nguyễn tất thành,
6950000000.0,64.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 6,Đường Nguyễn Văn Đậu,2.0
3500000000.0,36.0,1.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 5,Phường 4,An Dương Vương,
8500000000.0,106.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",
5500000000.0,134.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Đông Minh,
12300000000.0,100.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Đường Bình Lợi,
1800000000.0,30.0,1.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Nguyễn Xiển,
5700000000.0,4300.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Xã Hàng Gòn,Đường Quốc lộ 56,
2950000000.0,70.0,2.0,2.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Nguyễn Lương Bằng,
5500000000.0,155.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Phước Hải,Đường Nguyễn Tất Thành,
2250000000.0,120.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Tân Bình,Đường tỉnh 768,1.0
1090000000.0,66.0,2.0,1.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thị xã Bến Cát,Phường Tân Định,Quốc Lộ 13,
2250000000.0,100.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Thạnh Phú,Văn Phương,
6000000000.0,147.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long A (Quận 9 cũ),Đường Tây Hòa,
34500000000.0,256.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường An Khánh (Quận 2 cũ),Đường Số 13,
3000000000.0,55.0,2.0,,,Hợp đồng mua bán,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Cát Lái (Quận 2 cũ),Cát Lái,
12000000000.0,300.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường Thống Nhất,
5000000000.0,120.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Long Thới,Đường Nguyễn Văn Tạo,
23250000000.0,186.0,5.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 11,Phường 1,Đường Hồng Bàng,2.0
2900000000.0,307.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Tân An,Đường Huỳnh Thị Hiếu,
6950000000.0,38.5,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 3,Đường Âu Dương Lân,4.0
5400000000.0,275.0,11.0,,"Nhà ngõ, hẻm",Đã có sổ,Bắc Giang,Huyện Việt Yên,Xã Quang Châu,không có ,22.0
4200000000.0,68.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Gần Quốc Lộ 1K,
6100000000.0,69.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 10,Đường Hồng Lạc,
5650000000.0,101.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường Dường D4,
8900000000.0,53.7,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 5,Đường Bông Sao,5.0
4700000000.0,60.0,4.0,,"Nhà mặt phố, mặt tiền",Đang chờ sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Đường Hương Lộ 2,
1600000000.0,270.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,Xã Hòa Bình,ấp 8,1.0
7500000000.0,76.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 3,Đường Nguyễn Bỉnh Khiêm,4.0
259000000.0,290.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông A Na,Xã Dray Sáp,Tl2,
19500000000.0,642.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Đường Nguyễn Tri Phương,
6500000000.0,3610.0,,,,Đã có sổ,Bến Tre,Thành phố Bến Tre,Xã Phú Hưng,Đường Lộ Bờ Đắp,
2500000000.0,135.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Tam An,Đường Số 5,
46000000000.0,187.0,7.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Thọ (Quận Thủ Đức cũ),Đường Võ Văn Ngân,4.0
3380000000.0,21.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 11,Đường Quang Trung,4.0
3200000000.0,83.0,2.0,2.0,,Hợp đồng mua bán,Đồng Nai,Thành phố Biên Hòa,Phường Thống Nhất,D9,
26000000000.0,702.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Phan Bội Châu,1.0
3100000000.0,100.0,4.0,4.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,Dân Chủ ,3.0
4250000000.0,68.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đường Đông An,2.0
6000000000.0,58.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Lý Chính Thắng,
800000000.0,80.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên,DX11,
1430000000.0,100.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Trảng Dài,Đường Đồng Khởi,1.0
3500000000.0,6800.0,,,,Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Qưới Sơn,Đường Liên Ấp/hẻm,
5700000000.0,88.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Bình (Quận 9 cũ),Đường Đại Lộ 3,1.0
4000000000.0,133.8,1.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường An Hoà,Đường Quốc lộ 51,
11740000000.0,84.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc A,Đường Nguyễn Thức Tự,3.0
5500000000.0,90.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Phú (Quận 9 cũ),Đường Lê Văn Việt,2.0
5350000000.0,50.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 16,Đường Thống Nhất,
1350000000.0,330.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Hòa Phú,Ql14,
16500000000.0,246.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Nguyễn Trãi,
47000000000.0,945.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành,Đường Phạm Ngọc Thạch,
6000000000.0,62.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 10,Đường Phan Văn Trị,
26000000000.0,95.0,6.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Đường số 7,4.0
3250000000.0,94.0,2.0,,,Hợp đồng mua bán,Đồng Nai,Thành phố Biên Hòa,Phường Thống Nhất,Đường Võ Thị Sáu,
5500000000.0,95.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,Đường Bùi Thị Xuân,2.0
4000000000.0,1500.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Tam An,Đường Số 1,
4850000000.0,61.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,Đường Bình Chuẩn 67,2.0
2222000000.0,1519.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Thị trấn Ngãi Giao,Đường Bình Giã,
1450000000.0,30.3999,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Thới An,Hiệp Thành 35,2.0
7500000000.0,5000.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã An Phước,Đường số 1,
5000000000.0,70.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A (Quận 9 cũ),Đường Lê Văn Việt,2.0
5100000000.0,94.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lợi,xuân diệu,
29000000000.0,3900.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,Đường Đỗ Văn Dậy,
2500000000.0,300.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Tu,Đường Mậu Thân,
1250000000.0,1032.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Phú Lý,Đường Âp 4 - Cây Cầy,
11500000000.0,60.0,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 14,Đường Tô Hiến Thành,4.0
1700000000.0,1000.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Vĩnh Thanh,Đường Hùng Vương,
18000000000.0,15550.0,,,,Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã Thanh Tuyền,Đường Long,
14900000000.0,1680.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Thạnh,Đường An Thạnh 10,
480000000.0,38.0,2.0,2.0,,Hợp đồng mua bán,Bình Dương,Thành phố Thủ Dầu Một,Phường Định Hoà,"Phường Định Hòa, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",
2100000000.0,30.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,Đường Huỳnh Tấn Phát,4.0
6000000000.0,2588.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Tân An,Bo bao song sai gon,
2950000000.0,65.0,2.0,2.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phan Văn Hớn,
1500000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Thị trấn Trảng Bom,Hùng Vương,
15700000000.0,356.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Đường Nguyễn Xiển,
495000000.0,38.0,2.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,"Phường Hòa Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",
1150000000.0,254.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Hắc Dịch,Tập đoàn 7,
27000000000.0,435.0,1.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Tây (Quận 2 cũ),Đường Số 39,
260000000.0,1003.0,,,,Đã có sổ,Bình Phước,Huyện Chơn Thành,Xã Minh Lập,Ql 14,
700000000.0,376.0,,,,Đã có sổ,Bình Phước,Huyện Lộc Ninh,Xã Lộc Thịnh,QL 13,
250000000.0,273.0,,,,Đã có sổ,Bình Phước,Huyện Chơn Thành,Xã Minh Hưng,đường số 1,
2600000000.0,140.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã An Phước,Cầu Phùng Hưng,
3850000000.0,68.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Đường Số 21,
2900000000.0,1100.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Hắc Dịch,Võ Văn Kiệt,
2700000000.0,350.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Hắc Dịch,Đường 39,
11000000000.0,1300.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã An Nhơn Tây,Đường An Nhơn Tây,
870000000.0,147.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Sông Xoài,Cầu Ri,
2600000000.0,110.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Hạnh,Đường Bùi Hữu Nghĩa,
400000000.0,216.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Thị trấn Củ Chi,Đường Nhữ Tiến Hiến,
3800000000.0,6860.0,,,,Đã có sổ,An Giang,Thành phố Long Xuyên,Phường Mỹ Hòa,Võ Văn Hoài,
5950000000.0,78.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường GS1,
4500000000.0,258.0,6.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Qưới Sơn,Đường QL. 57B,
23000000000.0,469.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,Đường Lê Hồng Phong,
1800000000.0,300.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Tóc Tiên,Hắc Dịch Tóc Tiên,
2450000000.0,70.0,3.0,3.0,Nhà phố liền kề,Đang chờ sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,Đường Lê Lợi,3.0
1850000000.0,60.0,2.0,2.0,,Đang chờ sổ,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,"Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",
2250000000.0,128.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Long Điền,Xã An Nhứt,Đường Số 4,
12500000000.0,90.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 25,Đường Ung Văn Khiêm,
8500000000.0,63.0,5.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 12,Đường Cư Xá Phú Lâm A,
4500000000.0,94.0,3.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 7,Phường Phú Thuận,Nguyễn Văn Quỳ,
550000000.0,100.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Bửu Long,Đường Huỳnh Văn Nghệ,
3900000000.0,5500.0,,,,Đã có sổ,Bình Dương,Huyện Phú Giáo,Xã An Bình,Đường tỉnh 741,
1950000000.0,92.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Thị trấn Trảng Bom,Bà Triệu,
6800000000.0,80.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Thị trấn Nhà Bè,Đường Huỳnh Tấn Phát,
3800000000.0,52.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 12,Nguyễn Văn Luông,
1980000000.0,80.0,3.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,Đường Liên Ấp 6-2,
150000000.0,3998.0,,,,Đã có sổ,Bình Phước,Huyện Lộc Ninh,Xã Lộc Thuận,DT 756,
1260000000.0,42.0,1.0,1.0,,Hợp đồng mua bán,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,Thuận Giao 25,
1650000000.0,180.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Quy Đức,Hốc hưu ,
5500000000.0,93.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận Phú Nhuận,Phường 5,Nguyễn Thượng Hiền,
1820000000.0,70.5998,1.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Xuân Trung,Đường Chu Văn An,1.0
7000000000.0,60.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Hẻm 532/21 Kinh Dương Vương,5.0
7500000000.0,78.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 14,Đường Phạm Văn Chiêu,2.0
8500000000.0,220.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Đường Vĩnh Phú 10,
9800000000.0,5105.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Sông Xoài,Đường Châu Pha - Bàu Phượng - Hắc Dịch,
1100000000.0,208.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Xã Sông Xoài,Đường Châu Pha - Bàu Phượng - Hắc Dịch,
750000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Đồi 61,Đường Trảng Bom - Đồi 61,
7000000000.0,80.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 17,Đường Phan Văn Trị,
850000.0,2000.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phước Khánh,Gần Đường Liên Cảng,
4500000000.0,72.0,2.0,2.0,,Hợp đồng mua bán,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Thắng Tam,Thi sách,
2600000000.0,36.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Hẻm 308 Huỳnh Tấn Phát,2.0
3200000000.0,32.2999,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 9,Đường số 9,2.0
1600000000.0,36.0,2.0,2.0,Nhà phố liền kề,Giấy tờ viết tay,Tp Hồ Chí Minh,Quận 8,Phường 16,Đường An Dương Vương,2.0
